                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.96562,                 1.1133,                 1.4439,                0.64662,                 0.7149,                0.73935,                0.56196,                0.82753,                 1.0449,                 1.3995,              0.0095614,              0.0095614,              0.0095614
                     30,                0.94557,                 1.0905,                 1.4265,                0.68644,                0.71409,                0.76236,                0.59488,                0.78995,                0.99119,                   1.38,              0.0095289,              0.0095289,              0.0095289
                     31,                 0.9289,                 1.0813,                 1.4034,                 0.6894,                0.70427,                0.75739,                0.58594,                0.80931,                0.97233,                 1.3881,              0.0094952,              0.0094952,              0.0094952
                     32,                0.94071,                 1.0767,                 1.4169,                0.69018,                0.72919,                 0.7604,                0.59324,                0.81699,                0.94869,                 1.3791,              0.0094605,              0.0094605,              0.0094605
                     33,                0.93652,                 1.0897,                  1.418,                0.69498,                0.70857,                0.75992,                0.57484,                0.86138,                0.99018,                 1.4161,              0.0094246,              0.0094246,              0.0094246
                     34,                0.93683,                 1.0773,                 1.4099,                0.68099,                0.71212,                0.75463,                0.58603,                 0.8005,                0.94381,                 1.3848,              0.0093877,              0.0093877,              0.0093877
                     35,                0.90532,                 1.0384,                 1.3858,                0.68222,                0.71709,                0.75617,                0.58075,                0.81522,                 1.0118,                 1.3801,              0.0093497,              0.0093497,              0.0093497
                     36,                0.91391,                 1.0497,                 1.3938,                0.67657,                0.71103,                 0.7495,                0.59179,                0.77103,                0.96383,                 1.3576,              0.0093107,              0.0093107,              0.0093107
                     37,                0.88759,                 1.0355,                 1.3714,                0.66338,                0.69999,                 0.7444,                0.57652,                0.80558,                 1.0399,                 1.3877,              0.0092706,              0.0092706,              0.0092706
                     38,                0.88463,                 1.0385,                 1.3682,                0.69082,                0.71678,                0.76474,                0.59862,                0.77472,                0.93866,                 1.3504,              0.0092294,              0.0092294,              0.0092294
                     39,                  0.885,                 1.0314,                 1.3722,                0.64669,                0.72555,                0.75891,                0.59509,                0.77365,                0.97785,                 1.3302,              0.0091872,              0.0091872,              0.0091872
                     40,                0.89595,                 1.0424,                 1.3745,                0.69166,                0.71225,                0.76428,                0.59337,                0.78001,                 0.9847,                   1.36,               0.009144,               0.009144,               0.009144
                     41,                0.90386,                 1.0514,                 1.3874,                0.67424,                0.72631,                0.76001,                0.59558,                 0.7711,                0.98273,                 1.3351,              0.0090998,              0.0090998,              0.0090998
                     42,                0.88448,                 1.0413,                   1.36,                0.68109,                0.73068,                0.77205,                0.60968,                0.74063,                0.92251,                 1.3103,              0.0090546,              0.0090546,              0.0090546
                     43,                0.86324,                 1.0096,                 1.3482,                0.68113,                0.74396,                0.77123,                0.61334,                0.74304,                0.88792,                  1.321,              0.0090084,              0.0090084,              0.0090084
                     44,                0.86377,                 1.0145,                 1.3585,                0.69151,                0.72503,                0.76748,                0.59925,                0.76901,                0.94141,                 1.3294,              0.0089613,              0.0089613,              0.0089613
                     45,                0.86068,                 1.0154,                 1.3434,                0.69804,                0.72845,                0.77843,                0.61637,                0.75269,                0.89377,                 1.3133,              0.0089131,              0.0089131,              0.0089131
                     46,                0.85408,                 1.0016,                 1.3445,                0.68965,                0.73807,                0.77391,                0.61286,                0.74603,                0.89336,                  1.316,               0.008864,               0.008864,               0.008864
                     47,                0.85157,                0.99587,                 1.3373,                0.67694,                0.72556,                0.76507,                0.61133,                0.71158,                0.92786,                 1.2921,               0.008814,               0.008814,               0.008814
                     48,                0.84585,                0.99517,                 1.3289,                0.71334,                0.72581,                0.78475,                0.62556,                0.71334,                0.87444,                 1.2949,               0.008763,               0.008763,               0.008763
                     49,                0.83916,                0.99189,                 1.3302,                0.71412,                0.70524,                0.77582,                0.62353,                0.72058,                0.87788,                 1.2929,              0.0087112,              0.0087112,              0.0087112
                     50,                0.84589,                 1.0026,                 1.3335,                0.67796,                0.70489,                 0.7613,                0.59905,                0.74354,                0.97035,                 1.3035,              0.0086584,              0.0086584,              0.0086584
                     51,                0.84375,                 1.0005,                 1.3328,                0.66679,                0.72449,                0.77228,                0.61584,                0.71898,                0.93694,                 1.2972,              0.0086047,              0.0086047,              0.0086047
                     52,                 0.8426,                0.99932,                 1.3242,                0.67477,                0.75755,                0.77152,                0.61286,                0.73512,                0.87256,                 1.3099,              0.0085502,              0.0085502,              0.0085502
                     53,                 0.8314,                0.99976,                 1.3247,                0.69222,                0.71411,                0.77169,                0.61841,                0.72432,                0.91281,                 1.2867,              0.0084948,              0.0084948,              0.0084948
                     54,                0.84314,                0.98944,                  1.326,                0.68717,                0.73593,                0.76735,                0.60636,                0.74085,                0.91906,                 1.3052,              0.0084385,              0.0084385,              0.0084385
                     55,                0.82327,                0.97977,                  1.313,                0.66561,                0.75349,                0.78251,                0.62882,                0.70162,                0.88244,                  1.275,              0.0083814,              0.0083814,              0.0083814
                     56,                0.81847,                 0.9841,                 1.3082,                0.70782,                 0.7227,                0.78382,                0.62857,                 0.7248,                0.89811,                 1.2792,              0.0083235,              0.0083235,              0.0083235
                     57,                0.82379,                0.97228,                  1.308,                0.66982,                0.75222,                0.78979,                0.63675,                0.70963,                0.86362,                 1.2812,              0.0082648,              0.0082648,              0.0082648
                     58,                0.80777,                0.95322,                 1.2926,                0.65327,                0.70869,                0.75921,                 0.6144,                0.70205,                0.96214,                 1.2657,              0.0082052,              0.0082052,              0.0082052
                     59,                0.81058,                0.95784,                 1.3053,                0.71189,                0.74129,                0.79114,                0.63279,                0.72851,                0.86701,                 1.2802,               0.008145,               0.008145,               0.008145
                     60,                0.80518,                 0.9538,                 1.2975,                0.69005,                0.74242,                0.78784,                0.64573,                0.67719,                0.85501,                 1.2576,              0.0080839,              0.0080839,              0.0080839
                     61,                  0.797,                0.93811,                 1.2863,                0.70134,                0.73171,                0.78597,                0.63468,                0.70269,                0.86711,                 1.2666,              0.0080221,              0.0080221,              0.0080221
                     62,                0.79916,                0.93058,                 1.2917,                0.69544,                0.73725,                0.78323,                0.63425,                0.68913,                 0.8417,                 1.2636,              0.0079595,              0.0079595,              0.0079595
                     63,                0.79508,                0.94044,                 1.2865,                0.67758,                0.75492,                0.78659,                0.63986,                0.67239,                0.85187,                 1.2544,              0.0078963,              0.0078963,              0.0078963
                     64,                0.77976,                0.93172,                 1.2738,                0.70378,                0.73557,                 0.7892,                0.63813,                0.70666,                0.85442,                 1.2841,              0.0078323,              0.0078323,              0.0078323
                     65,                0.79296,                0.94266,                 1.2845,                 0.7056,                0.73846,                  0.792,                0.64835,                0.66972,                0.81999,                 1.2492,              0.0077677,              0.0077677,              0.0077677
                     66,                0.79913,                0.94454,                 1.2904,                0.69345,                0.73902,                0.77991,                 0.6284,                0.71085,                0.84768,                 1.2709,              0.0077023,              0.0077023,              0.0077023
                     67,                0.78767,                0.93781,                  1.279,                0.70386,                0.74549,                0.79349,                0.64803,                0.68244,                0.83144,                 1.2644,              0.0076364,              0.0076364,              0.0076364
                     68,                0.78007,                0.93317,                 1.2755,                0.71253,                0.73146,                0.79092,                0.64602,                0.66054,                 0.8411,                 1.2407,              0.0075698,              0.0075698,              0.0075698
                     69,                0.77882,                0.95398,                 1.2784,                0.71446,                0.72584,                0.78788,                  0.641,                0.67468,                0.85436,                 1.2514,              0.0075025,              0.0075025,              0.0075025
                     70,                0.78857,                0.94792,                  1.277,                0.68811,                0.72832,                0.77294,                0.62919,                0.67794,                0.89129,                 1.2584,              0.0074347,              0.0074347,              0.0074347
                     71,                0.77902,                 0.9519,                 1.2776,                0.70954,                0.73559,                0.79233,                0.65269,                0.65968,                0.84048,                 1.2399,              0.0073663,              0.0073663,              0.0073663
                     72,                0.76718,                0.92394,                 1.2631,                0.70494,                0.72331,                0.78414,                0.64031,                 0.6699,                0.85565,                 1.2482,              0.0072973,              0.0072973,              0.0072973
                     73,                0.77718,                0.91334,                 1.2671,                0.69339,                0.74787,                0.79482,                0.65273,                0.66578,                0.82395,                 1.2439,              0.0072277,              0.0072277,              0.0072277
                     74,                 0.7689,                0.92688,                 1.2627,                0.71897,                0.71093,                 0.7836,                0.63771,                0.68591,                0.86184,                 1.2654,              0.0071576,              0.0071576,              0.0071576
                     75,                0.77336,                0.92319,                 1.2635,                0.70042,                0.75013,                0.79214,                0.65233,                0.66089,                0.81897,                 1.2475,               0.007087,               0.007087,               0.007087
                     76,                0.76033,                0.91943,                 1.2595,                0.72398,                0.73383,                0.79964,                 0.6609,                0.64579,                 0.8129,                 1.2337,              0.0070159,              0.0070159,              0.0070159
                     77,                0.76587,                0.91102,                 1.2618,                0.67852,                0.72735,                0.77681,                0.63639,                0.65696,                0.87347,                 1.2356,              0.0069443,              0.0069443,              0.0069443
                     78,                0.76916,                 0.9227,                 1.2652,                0.72618,                0.73282,                0.79541,                0.65876,                 0.6513,                 0.8073,                 1.2314,              0.0068722,              0.0068722,              0.0068722
                     79,                0.76236,                0.90609,                 1.2569,                0.66836,                0.73654,                0.75995,                0.62127,                0.66704,                0.97915,                 1.2422,              0.0067997,              0.0067997,              0.0067997
                     80,                0.75424,                0.93009,                 1.2569,                0.71433,                0.74103,                0.79414,                0.63668,                0.68797,                0.85013,                 1.2526,              0.0067268,              0.0067268,              0.0067268
                     81,                0.75565,                0.91714,                 1.2517,                0.70648,                0.74014,                0.79089,                0.65152,                0.65443,                0.82258,                 1.2299,              0.0066534,              0.0066534,              0.0066534
                     82,                0.75455,                0.91571,                 1.2512,                0.70299,                0.74586,                0.79437,                0.65422,                0.64955,                  0.824,                 1.2345,              0.0065796,              0.0065796,              0.0065796
                     83,                0.75188,                0.92154,                 1.2626,                0.72029,                0.73646,                0.79659,                 0.6592,                 0.6436,                0.80419,                  1.227,              0.0065055,              0.0065055,              0.0065055
                     84,                0.75819,                0.91186,                 1.2632,                0.71318,                0.74357,                0.80087,                0.66298,                0.65687,                0.80366,                 1.2278,               0.006431,               0.006431,               0.006431
                     85,                0.75401,                0.91179,                 1.2514,                0.71635,                0.75154,                0.80508,                0.66678,                0.63402,                0.79403,                 1.2223,              0.0063562,              0.0063562,              0.0063562
                     86,                0.75292,                0.91041,                 1.2522,                0.69981,                0.72859,                0.78575,                0.63644,                0.67838,                 0.8908,                 1.2502,               0.006281,               0.006281,               0.006281
                     87,                0.74578,                0.89892,                 1.2499,                0.72103,                 0.7476,                 0.8088,                 0.6734,                0.63222,                0.79998,                 1.2176,              0.0062056,              0.0062056,              0.0062056
                     88,                0.74729,                0.91366,                 1.2508,                0.71858,                0.74084,                0.79791,                0.65634,                0.65057,                 0.8282,                 1.2346,              0.0061298,              0.0061298,              0.0061298
                     89,                0.73893,                0.90341,                 1.2352,                0.72048,                0.73949,                0.79701,                0.66017,                0.63428,                 0.7948,                 1.2177,              0.0060538,              0.0060538,              0.0060538
                     90,                 0.7361,                0.89673,                 1.2433,                0.71855,                0.74596,                0.80205,                0.66486,                0.64646,                0.79101,                 1.2267,              0.0059775,              0.0059775,              0.0059775
                     91,                0.74382,                 0.8893,                  1.247,                0.71195,                0.75103,                0.80017,                0.66722,                0.62814,                0.77973,                 1.2143,               0.005901,               0.005901,               0.005901
                     92,                0.73452,                0.88438,                 1.2414,                0.73428,                0.74524,                0.80668,                0.66998,                0.64195,                0.77538,                 1.2241,              0.0058244,              0.0058244,              0.0058244
                     93,                0.72621,                0.89317,                 1.2288,                0.70894,                 0.7529,                0.79926,                0.66165,                0.64248,                0.79586,                 1.2218,              0.0057475,              0.0057475,              0.0057475
                     94,                 0.7358,                0.88633,                 1.2386,                0.73531,                0.73926,                0.81045,                0.68037,                0.60997,                0.76177,                 1.2026,              0.0056704,              0.0056704,              0.0056704
                     95,                0.72579,                0.88916,                 1.2353,                0.71596,                 0.7485,                0.80445,                0.66919,                 0.6276,                0.79332,                 1.2115,              0.0055932,              0.0055932,              0.0055932
                     96,                0.73127,                0.88609,                 1.2367,                0.72642,                0.73759,                0.80281,                0.66814,                 0.6322,                0.78018,                 1.2162,              0.0055158,              0.0055158,              0.0055158
                     97,                0.72527,                 0.8745,                 1.2275,                0.72557,                0.74288,                0.80841,                0.66919,                0.63969,                0.77509,                 1.2208,              0.0054384,              0.0054384,              0.0054384
                     98,                0.72784,                0.87399,                 1.2277,                0.71928,                0.74103,                0.80913,                  0.676,                 0.6375,                0.78495,                 1.2201,              0.0053608,              0.0053608,              0.0053608
                     99,                0.73064,                0.87192,                 1.2315,                0.73527,                 0.7381,                0.80225,                0.66694,                0.63645,                0.80248,                 1.2218,              0.0052832,              0.0052832,              0.0052832
                    100,                0.71499,                0.87765,                 1.2222,                0.71518,                0.74071,                0.80317,                0.66701,                0.62576,                0.79466,                 1.2095,              0.0052055,              0.0052055,              0.0052055
                    101,                0.72834,                0.89694,                  1.227,                0.71235,                0.75884,                0.80326,                0.67018,                0.62954,                0.78363,                 1.2215,              0.0051278,              0.0051278,              0.0051278
                    102,                0.72187,                0.86928,                 1.2246,                 0.7045,                0.76694,                0.80597,                0.67419,                0.62297,                0.77843,                 1.2144,                0.00505,                0.00505,                0.00505
                    103,                0.72528,                0.87683,                 1.2316,                0.71234,                0.74282,                0.79728,                0.66579,                0.61778,                 0.8145,                  1.206,              0.0049722,              0.0049722,              0.0049722
                    104,                0.71792,                0.86339,                 1.2155,                0.71006,                0.75462,                0.80451,                0.66942,                0.61965,                0.77524,                 1.2074,              0.0048945,              0.0048945,              0.0048945
                    105,                0.69983,                0.85666,                 1.2071,                0.72174,                0.74749,                0.80761,                0.67582,                0.62185,                0.76854,                 1.2078,              0.0048168,              0.0048168,              0.0048168
                    106,                0.71265,                0.86161,                 1.2149,                0.72011,                0.75442,                0.80771,                0.67315,                0.62819,                0.78329,                 1.2121,              0.0047392,              0.0047392,              0.0047392
                    107,                0.70843,                0.86982,                 1.2069,                0.73282,                0.75293,                0.81478,                0.67267,                0.63266,                0.79671,                 1.2101,              0.0046616,              0.0046616,              0.0046616
                    108,                0.69551,                0.85458,                  1.199,                0.73853,                0.74168,                0.81104,                0.67542,                0.62494,                0.76485,                 1.2043,              0.0045842,              0.0045842,              0.0045842
                    109,                0.69645,                0.84594,                 1.1959,                0.72406,                0.75532,                0.81116,                0.67696,                0.61715,                0.77863,                 1.2019,              0.0045068,              0.0045068,              0.0045068
                    110,                0.70623,                0.85341,                 1.2096,                0.70976,                0.75378,                0.80713,                  0.675,                0.62583,                0.77306,                 1.2006,              0.0044296,              0.0044296,              0.0044296
                    111,                0.70449,                0.85303,                 1.2067,                0.72602,                0.74408,                0.80802,                0.67388,                0.63589,                0.76505,                  1.202,              0.0043525,              0.0043525,              0.0043525
                    112,                0.69456,                0.85091,                 1.2028,                0.73397,                0.75508,                0.81458,                0.68286,                0.60876,                0.75835,                 1.1949,              0.0042756,              0.0042756,              0.0042756
                    113,                0.69668,                0.85136,                 1.2052,                 0.7194,                0.74584,                0.80537,                0.67162,                 0.6173,                0.77112,                 1.2083,               0.004199,               0.004199,               0.004199
                    114,                0.69032,                0.83665,                 1.2038,                0.72554,                0.74568,                0.80687,                0.67564,                 0.6204,                0.78494,                  1.209,              0.0041225,              0.0041225,              0.0041225
                    115,                0.68942,                0.83605,                 1.1991,                0.70898,                0.76217,                0.80891,                0.68003,                0.60398,                0.76335,                 1.1952,              0.0040462,              0.0040462,              0.0040462
                    116,                0.69195,                0.83915,                 1.1957,                0.71613,                0.75954,                0.80725,                0.67901,                0.60837,                0.77227,                 1.1994,              0.0039702,              0.0039702,              0.0039702
                    117,                0.67997,                0.82528,                  1.189,                  0.704,                0.74503,                0.79245,                0.66657,                0.59534,                0.77235,                 1.1893,              0.0038944,              0.0038944,              0.0038944
                    118,                0.68366,                0.83784,                 1.1902,                0.72042,                0.76742,                0.81721,                0.68902,                0.59898,                0.74064,                 1.1929,               0.003819,               0.003819,               0.003819
                    119,                0.67953,                0.82978,                  1.189,                0.72809,                0.76118,                0.81717,                0.68457,                0.61064,                0.74716,                 1.1935,              0.0037438,              0.0037438,              0.0037438
                    120,                0.67698,                0.81723,                 1.1917,                 0.7268,                0.75735,                0.81395,                0.68644,                0.59906,                0.74012,                 1.1859,               0.003669,               0.003669,               0.003669
                    121,                0.67242,                0.82529,                  1.183,                0.72237,                0.76599,                0.81478,                0.68692,                0.60112,                0.74021,                 1.1925,              0.0035945,              0.0035945,              0.0035945
                    122,                0.67428,                0.81308,                 1.1891,                0.72103,                0.75166,                0.80737,                0.67875,                0.60208,                0.74806,                 1.1915,              0.0035204,              0.0035204,              0.0035204
                    123,                0.68081,                0.84721,                 1.2012,                0.72264,                0.75938,                0.81304,                0.68373,                0.59888,                0.75135,                 1.1912,              0.0034466,              0.0034466,              0.0034466
                    124,                0.67876,                0.82302,                 1.1879,                0.72813,                0.75433,                0.81124,                0.68273,                0.60473,                0.74328,                 1.1939,              0.0033732,              0.0033732,              0.0033732
                    125,                0.68306,                0.82263,                 1.1893,                0.73381,                0.74076,                0.80516,                0.68112,                0.59771,                0.75525,                 1.1938,              0.0033003,              0.0033003,              0.0033003
                    126,                0.67507,                0.81017,                 1.1896,                 0.7292,                0.76048,                0.81777,                0.68991,                 0.5959,                0.74626,                 1.1858,              0.0032278,              0.0032278,              0.0032278
                    127,                0.66217,                0.81064,                 1.1714,                0.71995,                0.76246,                0.81693,                0.69127,                0.58659,                0.74309,                  1.183,              0.0031557,              0.0031557,              0.0031557
                    128,                0.66795,                0.81752,                 1.1881,                0.72774,                0.75415,                0.81741,                0.69407,                 0.5909,                0.72587,                 1.1881,              0.0030841,              0.0030841,              0.0030841
                    129,                0.65925,                0.80842,                  1.175,                0.72305,                0.76501,                0.81712,                 0.6906,                0.59774,                0.73819,                 1.1899,               0.003013,               0.003013,               0.003013
                    130,                0.67136,                0.81468,                 1.1806,                 0.7265,                0.75966,                0.81424,                0.68906,                0.60198,                0.73712,                 1.1935,              0.0029424,              0.0029424,              0.0029424
                    131,                0.66759,                0.81173,                 1.1845,                0.71963,                0.75407,                0.81384,                0.68732,                0.59365,                 0.7518,                 1.1891,              0.0028723,              0.0028723,              0.0028723
                    132,                0.66221,                0.80836,                 1.1785,                0.71589,                0.76881,                0.81528,                0.68926,                0.58789,                0.74027,                  1.179,              0.0028027,              0.0028027,              0.0028027
                    133,                0.66771,                0.81537,                 1.1848,                0.72855,                0.75521,                0.81445,                0.68851,                 0.5963,                0.74396,                 1.1858,              0.0027337,              0.0027337,              0.0027337
                    134,                0.66434,                0.81434,                 1.1837,                0.70405,                 0.7725,                0.81292,                0.68915,                0.58874,                0.73328,                 1.1854,              0.0026653,              0.0026653,              0.0026653
                    135,                0.66096,                0.80501,                 1.1824,                 0.7154,                0.77617,                0.81854,                0.69196,                0.59602,                0.72761,                 1.1863,              0.0025975,              0.0025975,              0.0025975
                    136,                0.65182,                 0.8014,                  1.169,                0.73261,                0.74785,                0.81807,                 0.6914,                 0.5937,                0.72947,                 1.1808,              0.0025302,              0.0025302,              0.0025302
                    137,                0.65132,                0.79758,                 1.1657,                0.72362,                0.76296,                0.81478,                0.69169,                0.58333,                0.73254,                 1.1798,              0.0024636,              0.0024636,              0.0024636
                    138,                0.65296,                 0.7922,                 1.1698,                0.72967,                0.75898,                 0.8174,                0.69788,                 0.5744,                0.72352,                 1.1717,              0.0023977,              0.0023977,              0.0023977
                    139,                0.66104,                0.79434,                 1.1771,                0.73814,                0.75957,                0.81835,                0.69472,                0.58398,                0.72541,                 1.1805,              0.0023323,              0.0023323,              0.0023323
                    140,                0.65205,                0.80303,                 1.1721,                0.70535,                 0.7578,                0.80129,                0.67749,                0.58622,                0.76291,                 1.1844,              0.0022677,              0.0022677,              0.0022677
                    141,                0.64658,                0.79686,                 1.1647,                  0.714,                0.74515,                0.80476,                0.68184,                0.58526,                0.74913,                 1.1794,              0.0022037,              0.0022037,              0.0022037
                    142,                0.65971,                0.80921,                 1.1833,                0.73251,                0.75665,                0.82082,                0.69585,                0.58675,                0.72713,                 1.1794,              0.0021405,              0.0021405,              0.0021405
                    143,                0.64516,                0.79589,                 1.1665,                0.74282,                0.75327,                0.81945,                0.69571,                0.58194,                0.72174,                 1.1725,              0.0020779,              0.0020779,              0.0020779
                    144,                0.63616,                0.78083,                 1.1534,                0.71739,                0.77537,                 0.8136,                0.68965,                0.58326,                0.72843,                 1.1813,              0.0020161,              0.0020161,              0.0020161
                    145,                0.63772,                0.79817,                 1.1612,                0.74709,                0.73839,                0.82059,                0.69932,                0.57384,                0.71404,                 1.1704,               0.001955,               0.001955,               0.001955
                    146,                0.64085,                 0.7771,                 1.1644,                0.72704,                 0.7742,                 0.8237,                0.70267,                0.57801,                0.70663,                   1.17,              0.0018948,              0.0018948,              0.0018948
                    147,                0.64058,                0.78082,                 1.1594,                0.73489,                0.76115,                0.82136,                0.69809,                0.57899,                0.71338,                 1.1766,              0.0018352,              0.0018352,              0.0018352
                    148,                0.63239,                 0.7735,                 1.1534,                0.72047,                0.76984,                0.82096,                0.69934,                0.57815,                0.71123,                 1.1695,              0.0017765,              0.0017765,              0.0017765
                    149,                0.62645,                0.76329,                 1.1487,                0.73657,                0.75489,                0.81966,                0.69859,                0.57513,                0.71978,                 1.1712,              0.0017186,              0.0017186,              0.0017186
                    150,                0.63069,                0.77083,                 1.1479,                0.73518,                0.75721,                0.81959,                0.69987,                0.57398,                0.71576,                 1.1748,              0.0016615,              0.0016615,              0.0016615
                    151,                0.63138,                0.76766,                 1.1552,                0.71978,                0.76558,                0.81313,                0.69427,                0.57576,                0.72129,                 1.1732,              0.0016052,              0.0016052,              0.0016052
                    152,                0.62781,                 0.7829,                 1.1539,                0.73846,                  0.746,                0.81951,                0.69946,                0.57296,                0.70721,                 1.1676,              0.0015498,              0.0015498,              0.0015498
                    153,                0.62647,                0.76467,                 1.1466,                0.73041,                0.76844,                0.82453,                0.70354,                0.57307,                0.70584,                 1.1719,              0.0014953,              0.0014953,              0.0014953
                    154,                0.63367,                0.77678,                 1.1589,                0.73234,                0.74854,                0.81238,                0.69197,                0.57667,                0.72279,                 1.1776,              0.0014416,              0.0014416,              0.0014416
                    155,                0.62286,                0.77141,                 1.1439,                0.72087,                0.77203,                0.82066,                0.70014,                0.57165,                0.70829,                 1.1675,              0.0013888,              0.0013888,              0.0013888
                    156,                0.62538,                0.76787,                 1.1456,                0.73646,                0.76469,                 0.8223,                0.69894,                0.57298,                0.70476,                 1.1712,               0.001337,               0.001337,               0.001337
