                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.0626,                0.17657,                 1.4653,                0.68183,                0.69202,                0.73862,                0.55453,                0.90051,                0.17704,                 1.3069,             9.8918e-05,             9.8918e-05,             9.8918e-05
                     23,                 1.0438,                0.17779,                 1.4519,                0.67762,                0.68053,                0.73234,                0.55291,                0.89232,                 0.1748,                 1.2923,             9.8808e-05,             9.8808e-05,             9.8808e-05
                     24,                 1.0151,                 0.1775,                 1.4313,                0.68017,                0.68938,                0.73855,                0.55837,                0.85728,                0.17746,                 1.2971,             9.8692e-05,             9.8692e-05,             9.8692e-05
                     25,                 0.9949,                0.17942,                 1.4175,                 0.6839,                0.70444,                0.74499,                 0.5747,                0.82696,                0.18121,                 1.2564,             9.8571e-05,             9.8571e-05,             9.8571e-05
                     26,                0.97372,                0.17846,                 1.3948,                0.67875,                0.70447,                0.74428,                0.57191,                0.81388,                 0.1867,                 1.2573,             9.8445e-05,             9.8445e-05,             9.8445e-05
                     27,                0.95567,                0.17643,                 1.3819,                 0.6852,                0.70566,                0.75023,                0.58732,                0.78327,                 0.1792,                 1.2373,             9.8313e-05,             9.8313e-05,             9.8313e-05
                     28,                0.92999,                0.17824,                 1.3632,                0.69382,                0.69811,                 0.7421,                0.57967,                0.79432,                0.17558,                 1.2445,             9.8177e-05,             9.8177e-05,             9.8177e-05
                     29,                0.92779,                0.17971,                 1.3583,                0.67215,                0.71311,                0.74629,                0.58385,                0.76339,                0.19444,                 1.2294,             9.8035e-05,             9.8035e-05,             9.8035e-05
                     30,                0.90289,                0.17801,                 1.3417,                0.69917,                0.70191,                0.75117,                0.59951,                0.74264,                0.17731,                 1.2099,             9.7887e-05,             9.7887e-05,             9.7887e-05
                     31,                0.88643,                 0.1795,                 1.3261,                0.68763,                0.70603,                0.75132,                0.59569,                0.73203,                0.18701,                  1.203,             9.7735e-05,             9.7735e-05,             9.7735e-05
                     32,                0.87637,                 0.1779,                 1.3231,                0.69711,                0.72026,                0.76159,                0.60725,                0.72261,                0.18117,                 1.1926,             9.7577e-05,             9.7577e-05,             9.7577e-05
                     33,                0.86533,                  0.182,                 1.3125,                0.70086,                0.71441,                0.76404,                0.61555,                0.69514,                0.18248,                 1.1806,             9.7415e-05,             9.7415e-05,             9.7415e-05
                     34,                0.85366,                0.17815,                 1.3018,                0.68584,                0.71696,                 0.7619,                0.61457,                0.69021,                0.17775,                 1.1712,             9.7247e-05,             9.7247e-05,             9.7247e-05
                     35,                0.83519,                0.17787,                 1.2885,                0.69372,                0.71898,                0.76092,                0.61456,                 0.6851,                 0.1939,                 1.1635,             9.7074e-05,             9.7074e-05,             9.7074e-05
                     36,                0.83254,                0.17947,                 1.2821,                 0.6947,                 0.7179,                0.76544,                0.61714,                0.70329,                0.17674,                 1.1685,             9.6895e-05,             9.6895e-05,             9.6895e-05
                     37,                0.82592,                0.17706,                 1.2767,                0.69995,                0.72345,                0.76681,                  0.628,                0.65204,                 0.1846,                 1.1464,             9.6712e-05,             9.6712e-05,             9.6712e-05
                     38,                0.80488,                 0.1797,                 1.2628,                0.69337,                0.71998,                0.77001,                0.63104,                0.66928,                0.17887,                 1.1462,             9.6524e-05,             9.6524e-05,             9.6524e-05
                     39,                0.79677,                0.18007,                  1.259,                 0.6939,                0.72633,                0.77058,                0.63727,                0.64272,                0.17463,                   1.14,             9.6331e-05,             9.6331e-05,             9.6331e-05
                     40,                0.78297,                0.17998,                 1.2444,                0.70092,                0.72792,                0.77493,                0.63736,                0.65782,                 0.1755,                 1.1386,             9.6132e-05,             9.6132e-05,             9.6132e-05
                     41,                0.79158,                0.17965,                 1.2499,                0.70067,                0.72601,                0.77288,                0.64153,                0.62635,                0.18313,                 1.1287,             9.5929e-05,             9.5929e-05,             9.5929e-05
                     42,                0.76216,                0.18071,                   1.23,                0.70653,                0.72409,                 0.7714,                0.63992,                0.63024,                0.17749,                 1.1318,             9.5721e-05,             9.5721e-05,             9.5721e-05
                     43,                0.75819,                0.18005,                 1.2256,                0.65614,                0.71382,                0.75537,                0.62352,                0.62291,                0.19332,                 1.1185,             9.5507e-05,             9.5507e-05,             9.5507e-05
                     44,                0.74389,                 0.1827,                 1.2199,                0.69057,                0.71863,                0.77214,                0.63979,                0.61244,                 0.1821,                  1.118,             9.5289e-05,             9.5289e-05,             9.5289e-05
                     45,                0.74068,                0.18251,                 1.2204,                0.69024,                0.73972,                 0.7758,                0.63804,                0.62112,                0.19463,                  1.124,             9.5066e-05,             9.5066e-05,             9.5066e-05
                     46,                0.73044,                0.18184,                 1.2108,                 0.6916,                0.71973,                 0.7696,                 0.6404,                0.62449,                0.18008,                   1.12,             9.4838e-05,             9.4838e-05,             9.4838e-05
                     47,                0.73114,                0.18077,                 1.2066,                0.70654,                 0.7203,                0.77146,                 0.6429,                0.60924,                0.18338,                 1.1147,             9.4605e-05,             9.4605e-05,             9.4605e-05
                     48,                0.72053,                0.18191,                 1.1987,                0.68763,                0.73056,                0.76463,                0.63968,                0.59866,                0.18544,                  1.104,             9.4367e-05,             9.4367e-05,             9.4367e-05
                     49,                0.71996,                0.17975,                 1.1958,                0.65896,                0.72082,                0.75446,                0.62814,                0.60113,                0.19217,                 1.1069,             9.4125e-05,             9.4125e-05,             9.4125e-05
                     50,                0.71135,                0.18151,                 1.1931,                0.65431,                0.71711,                0.75416,                0.62912,                0.59858,                0.19592,                 1.1114,             9.3877e-05,             9.3877e-05,             9.3877e-05
                     51,                0.71035,                0.18465,                 1.1946,                0.68668,                0.72841,                0.77151,                0.64967,                0.57865,                0.18411,                  1.102,             9.3625e-05,             9.3625e-05,             9.3625e-05
                     52,                0.70475,                0.18108,                 1.1854,                0.70032,                 0.7247,                0.77275,                 0.6503,                0.58916,                0.18199,                 1.1025,             9.3368e-05,             9.3368e-05,             9.3368e-05
                     53,                0.69272,                0.18374,                  1.178,                0.69587,                0.71809,                0.76133,                0.63947,                0.58455,                0.18656,                 1.1056,             9.3107e-05,             9.3107e-05,             9.3107e-05
                     54,                0.68695,                0.18512,                 1.1769,                0.69663,                 0.7322,                0.77253,                0.65327,                 0.5772,                0.18791,                 1.0885,             9.2841e-05,             9.2841e-05,             9.2841e-05
                     55,                0.67437,                0.18222,                 1.1679,                0.68319,                0.74071,                0.77445,                0.65182,                0.57127,                0.19189,                 1.0901,              9.257e-05,              9.257e-05,              9.257e-05
                     56,                0.67191,                0.18182,                 1.1638,                0.68611,                0.73353,                0.77066,                0.65234,                0.56373,                0.19584,                 1.0869,             9.2294e-05,             9.2294e-05,             9.2294e-05
                     57,                0.66933,                0.18174,                  1.156,                0.67277,                0.72869,                 0.7695,                0.64571,                 0.5825,                0.18861,                 1.0976,             9.2014e-05,             9.2014e-05,             9.2014e-05
                     58,                0.66359,                0.18012,                 1.1542,                 0.6478,                0.70914,                0.75215,                0.63612,                0.56248,                0.21217,                 1.0891,              9.173e-05,              9.173e-05,              9.173e-05
                     59,                0.65561,                0.18191,                 1.1513,                0.68695,                0.71363,                0.77235,                0.65106,                0.56735,                  0.196,                 1.0864,              9.144e-05,              9.144e-05,              9.144e-05
                     60,                 0.6493,                0.18562,                 1.1485,                0.68472,                0.73129,                0.77273,                 0.6567,                0.55693,                 0.1858,                 1.0876,             9.1147e-05,             9.1147e-05,             9.1147e-05
                     61,                0.64981,                0.17911,                 1.1461,                0.68564,                0.73034,                 0.7786,                0.66169,                0.56126,                0.18561,                 1.0876,             9.0849e-05,             9.0849e-05,             9.0849e-05
                     62,                0.64174,                0.17969,                 1.1433,                0.64738,                0.71558,                0.75482,                 0.6395,                0.55562,                 0.2027,                 1.0844,             9.0546e-05,             9.0546e-05,             9.0546e-05
                     63,                0.64415,                0.17893,                 1.1432,                0.69461,                0.73256,                0.78067,                0.66455,                0.55807,                0.18502,                 1.0846,             9.0239e-05,             9.0239e-05,             9.0239e-05
                     64,                0.63682,                 0.1764,                 1.1346,                0.66469,                 0.7174,                0.76172,                0.64727,                0.55019,                0.20412,                 1.0808,             8.9928e-05,             8.9928e-05,             8.9928e-05
                     65,                0.63825,                0.18113,                 1.1371,                0.70324,                0.74213,                0.78109,                0.66845,                0.53743,                0.18665,                 1.0749,             8.9613e-05,             8.9613e-05,             8.9613e-05
                     66,                0.62748,                0.18203,                 1.1315,                  0.691,                0.74789,                0.77812,                0.66092,                0.53975,                0.19889,                 1.0767,             8.9293e-05,             8.9293e-05,             8.9293e-05
                     67,                0.62386,                0.18037,                  1.129,                0.67376,                0.74132,                0.77743,                0.66382,                 0.5372,                0.19089,                 1.0722,             8.8969e-05,             8.8969e-05,             8.8969e-05
                     68,                0.61484,                0.18001,                 1.1248,                0.69814,                0.73907,                0.78186,                0.66391,                0.53645,                  0.192,                 1.0802,              8.864e-05,              8.864e-05,              8.864e-05
                     69,                0.62024,                0.18205,                 1.1312,                0.68294,                0.73231,                0.76865,                0.65481,                0.54466,                0.19153,                 1.0803,             8.8308e-05,             8.8308e-05,             8.8308e-05
                     70,                0.60825,                0.18163,                   1.12,                0.68662,                0.73826,                0.77469,                0.66307,                0.53261,                 0.1942,                 1.0796,             8.7971e-05,             8.7971e-05,             8.7971e-05
                     71,                0.60711,                0.18249,                 1.1236,                 0.6821,                0.73378,                0.77123,                0.64863,                0.55646,                0.19226,                 1.0903,              8.763e-05,              8.763e-05,              8.763e-05
                     72,                0.60287,                0.17777,                 1.1155,                0.70045,                 0.7357,                0.77949,                0.66341,                 0.5389,                0.18846,                 1.0805,             8.7286e-05,             8.7286e-05,             8.7286e-05
                     73,                 0.6031,                0.17862,                 1.1157,                0.69305,                0.74629,                0.78072,                0.66433,                0.53842,                0.18982,                 1.0795,             8.6937e-05,             8.6937e-05,             8.6937e-05
                     74,                0.59211,                0.17985,                  1.109,                0.69197,                0.74283,                0.77362,                0.65982,                0.53858,                0.19481,                 1.0757,             8.6584e-05,             8.6584e-05,             8.6584e-05
                     75,                0.59679,                0.17894,                 1.1087,                0.68121,                0.73733,                0.76772,                0.65631,                0.52559,                0.19788,                 1.0689,             8.6227e-05,             8.6227e-05,             8.6227e-05
                     76,                0.59212,                0.18101,                 1.1108,                0.67812,                0.74081,                0.76915,                0.65694,                0.52765,                0.19733,                 1.0703,             8.5866e-05,             8.5866e-05,             8.5866e-05
                     77,                 0.5865,                0.17619,                 1.1034,                0.67538,                0.73579,                0.76897,                0.65706,                0.53599,                0.19908,                 1.0728,             8.5502e-05,             8.5502e-05,             8.5502e-05
                     78,                0.58372,                0.17934,                 1.1028,                0.66823,                0.75064,                0.76697,                0.65897,                0.52199,                0.19771,                  1.073,             8.5133e-05,             8.5133e-05,             8.5133e-05
                     79,                 0.5837,                0.18088,                 1.0999,                0.67601,                0.73965,                0.76374,                0.64973,                0.54042,                0.20734,                 1.0787,             8.4761e-05,             8.4761e-05,             8.4761e-05
                     80,                0.58027,                0.17843,                 1.0975,                0.69378,                0.73276,                0.76843,                 0.6604,                0.52257,                0.19364,                 1.0732,             8.4385e-05,             8.4385e-05,             8.4385e-05
                     81,                0.57606,                0.17743,                 1.0952,                 0.7016,                0.73942,                0.77738,                0.66457,                0.52734,                 0.1932,                 1.0765,             8.4005e-05,             8.4005e-05,             8.4005e-05
                     82,                 0.5775,                0.17861,                 1.0953,                0.66636,                0.74286,                0.76904,                0.66123,                0.51098,                0.20128,                 1.0651,             8.3622e-05,             8.3622e-05,             8.3622e-05
                     83,                0.57316,                0.18035,                 1.1008,                0.68658,                0.73588,                0.77375,                0.66473,                0.52421,                0.19699,                 1.0689,             8.3235e-05,             8.3235e-05,             8.3235e-05
                     84,                0.56725,                0.18196,                 1.0939,                0.69837,                0.74232,                 0.7816,                0.67151,                0.51288,                0.19333,                 1.0712,             8.2844e-05,             8.2844e-05,             8.2844e-05
                     85,                0.57081,                0.17879,                 1.0934,                0.68123,                0.73966,                0.76937,                0.65971,                0.51726,                0.19663,                 1.0688,              8.245e-05,              8.245e-05,              8.245e-05
                     86,                0.56512,                0.17504,                 1.0876,                0.68192,                0.73582,                0.76752,                 0.6584,                 0.5147,                0.19945,                 1.0707,             8.2052e-05,             8.2052e-05,             8.2052e-05
                     87,                0.56011,                0.17722,                 1.0901,                0.69946,                0.73741,                0.77497,                0.66974,                0.51131,                0.19115,                 1.0652,             8.1651e-05,             8.1651e-05,             8.1651e-05
                     88,                 0.5616,                0.17999,                 1.0908,                0.66883,                0.74094,                 0.7688,                0.66079,                0.51814,                0.21601,                 1.0763,             8.1247e-05,             8.1247e-05,             8.1247e-05
                     89,                0.55784,                0.17784,                 1.0851,                0.68966,                0.74664,                0.77576,                0.66646,                0.51454,                0.19427,                 1.0712,             8.0839e-05,             8.0839e-05,             8.0839e-05
                     90,                0.55968,                0.17668,                 1.0864,                0.68432,                0.74642,                0.77492,                  0.665,                 0.5069,                0.19721,                 1.0717,             8.0428e-05,             8.0428e-05,             8.0428e-05
                     91,                0.55305,                0.17619,                 1.0822,                0.69309,                0.74802,                0.77628,                0.66829,                0.50498,                0.20551,                 1.0744,             8.0013e-05,             8.0013e-05,             8.0013e-05
                     92,                0.55451,                0.17743,                 1.0851,                0.68431,                0.74576,                0.77367,                0.66558,                0.51087,                0.19621,                 1.0731,             7.9595e-05,             7.9595e-05,             7.9595e-05
                     93,                0.54536,                0.17583,                 1.0728,                0.65598,                0.73516,                0.75596,                0.65115,                0.50831,                0.20898,                 1.0702,             7.9174e-05,             7.9174e-05,             7.9174e-05
                     94,                0.54772,                0.17561,                   1.08,                0.67907,                0.73704,                0.76899,                0.66397,                0.51041,                0.20574,                 1.0724,              7.875e-05,              7.875e-05,              7.875e-05
                     95,                0.54389,                0.17671,                 1.0768,                0.69061,                0.72896,                0.76447,                0.66051,                0.50897,                0.20393,                   1.07,             7.8323e-05,             7.8323e-05,             7.8323e-05
                     96,                 0.5399,                0.17529,                 1.0768,                 0.6944,                 0.7357,                0.77727,                0.67128,                0.50973,                0.19922,                 1.0734,             7.7893e-05,             7.7893e-05,             7.7893e-05
                     97,                0.53946,                0.17419,                 1.0694,                0.69919,                0.74952,                 0.7794,                0.67195,                0.50956,                0.19664,                 1.0733,              7.746e-05,              7.746e-05,              7.746e-05
                     98,                0.53588,                0.17379,                 1.0702,                0.70227,                0.74715,                0.78252,                0.67505,                0.50748,                0.19823,                 1.0734,             7.7023e-05,             7.7023e-05,             7.7023e-05
                     99,                0.53916,                0.17414,                 1.0738,                0.68679,                 0.7396,                0.77445,                0.66718,                  0.509,                0.19945,                 1.0675,             7.6584e-05,             7.6584e-05,             7.6584e-05
                    100,                0.53307,                0.17098,                  1.064,                0.67424,                0.74332,                0.76898,                0.66152,                0.50723,                0.20812,                 1.0752,             7.6142e-05,             7.6142e-05,             7.6142e-05
                    101,                0.52889,                0.17521,                 1.0664,                0.69073,                0.73298,                0.77645,                0.66859,                0.50514,                0.19931,                  1.067,             7.5698e-05,             7.5698e-05,             7.5698e-05
                    102,                0.53255,                0.17387,                 1.0664,                0.68137,                0.74196,                0.77294,                0.66681,                0.50321,                 0.2018,                  1.071,              7.525e-05,              7.525e-05,              7.525e-05
                    103,                0.52957,                0.17257,                 1.0635,                0.70268,                0.73658,                0.77727,                0.67073,                0.50302,                0.19842,                 1.0668,               7.48e-05,               7.48e-05,               7.48e-05
                    104,                0.53057,                0.17051,                 1.0651,                0.69137,                 0.7447,                0.77895,                0.66976,                0.50652,                0.19659,                 1.0746,             7.4347e-05,             7.4347e-05,             7.4347e-05
                    105,                 0.5234,                0.16971,                 1.0582,                0.67761,                0.75044,                0.76479,                 0.6602,                 0.4986,                0.20928,                 1.0688,             7.3891e-05,             7.3891e-05,             7.3891e-05
                    106,                0.52516,                0.16767,                 1.0591,                0.68139,                0.73304,                0.76555,                  0.658,                0.50274,                0.20109,                 1.0731,             7.3433e-05,             7.3433e-05,             7.3433e-05
                    107,                 0.5235,                0.16955,                 1.0589,                0.65814,                0.73467,                0.75478,                0.64833,                0.50458,                   0.22,                 1.0739,             7.2973e-05,             7.2973e-05,             7.2973e-05
                    108,                0.51485,                 0.1687,                 1.0518,                0.68862,                0.74552,                 0.7743,                0.66864,                0.49716,                0.21147,                  1.071,             7.2509e-05,             7.2509e-05,             7.2509e-05
                    109,                0.51417,                0.16798,                 1.0526,                 0.6788,                0.74824,                0.77369,                0.66788,                0.49751,                 0.2012,                 1.0746,             7.2044e-05,             7.2044e-05,             7.2044e-05
                    110,                0.51005,                0.16771,                 1.0517,                 0.6923,                0.74802,                 0.7753,                 0.6672,                0.49842,                 0.2003,                 1.0738,             7.1576e-05,             7.1576e-05,             7.1576e-05
                    111,                0.52086,                0.17035,                  1.056,                0.68748,                0.74827,                0.77532,                0.67007,                0.49489,                0.20294,                 1.0689,             7.1106e-05,             7.1106e-05,             7.1106e-05
                    112,                0.50946,                0.16866,                 1.0478,                0.68219,                0.73589,                0.76709,                0.65925,                0.50413,                0.20707,                 1.0745,             7.0633e-05,             7.0633e-05,             7.0633e-05
                    113,                0.50478,                0.16752,                 1.0498,                0.67621,                 0.7338,                 0.7661,                0.66061,                0.49896,                0.20748,                 1.0728,             7.0159e-05,             7.0159e-05,             7.0159e-05
                    114,                0.51163,                0.16783,                 1.0548,                0.68604,                0.74645,                0.77832,                0.67193,                0.49884,                 0.1999,                 1.0743,             6.9682e-05,             6.9682e-05,             6.9682e-05
                    115,                0.50381,                0.16636,                 1.0505,                0.68078,                0.73518,                0.76678,                0.66136,                0.49874,                  0.207,                 1.0761,             6.9203e-05,             6.9203e-05,             6.9203e-05
                    116,                0.51032,                0.16541,                 1.0496,                0.69341,                0.75533,                0.77982,                0.67209,                0.50241,                0.19904,                 1.0764,             6.8722e-05,             6.8722e-05,             6.8722e-05
                    117,                0.49842,                0.16588,                 1.0418,                0.69824,                0.75557,                0.78212,                0.67506,                0.49487,                0.19918,                 1.0731,             6.8239e-05,             6.8239e-05,             6.8239e-05
                    118,                0.49846,                0.16531,                 1.0405,                0.68686,                0.76053,                0.77813,                0.66996,                0.49699,                0.20578,                 1.0786,             6.7754e-05,             6.7754e-05,             6.7754e-05
                    119,                0.49794,                0.16668,                 1.0418,                0.68644,                0.75595,                0.77653,                 0.6687,                0.50075,                0.20535,                 1.0748,             6.7268e-05,             6.7268e-05,             6.7268e-05
                    120,                0.49958,                0.16322,                 1.0439,                0.68314,                0.72872,                 0.7661,                0.65954,                0.49715,                0.21117,                 1.0729,             6.6779e-05,             6.6779e-05,             6.6779e-05
                    121,                0.49483,                0.16395,                 1.0407,                0.66682,                0.74046,                0.76062,                0.65563,                0.49771,                0.20908,                 1.0776,             6.6288e-05,             6.6288e-05,             6.6288e-05
                    122,                0.48953,                0.16471,                 1.0385,                0.67806,                0.72865,                0.76209,                0.65606,                0.49655,                0.21136,                 1.0722,             6.5796e-05,             6.5796e-05,             6.5796e-05
                    123,                0.49097,                0.16672,                 1.0407,                0.68916,                0.75037,                0.77892,                0.67202,                0.49861,                0.20091,                 1.0736,             6.5303e-05,             6.5303e-05,             6.5303e-05
                    124,                0.49137,                0.16385,                 1.0378,                0.69017,                0.73064,                0.77639,                0.66883,                0.49819,                0.20435,                 1.0745,             6.4807e-05,             6.4807e-05,             6.4807e-05
                    125,                0.49273,                0.16017,                 1.0353,                0.68566,                0.73213,                0.76906,                0.66159,                0.50145,                0.20292,                 1.0759,              6.431e-05,              6.431e-05,              6.431e-05
                    126,                0.48952,                0.16099,                 1.0376,                0.68503,                0.73785,                0.77496,                0.66889,                0.49561,                0.20709,                 1.0741,             6.3812e-05,             6.3812e-05,             6.3812e-05
                    127,                 0.4851,                0.16049,                 1.0297,                0.67497,                0.73118,                0.76871,                0.66252,                0.49513,                0.21341,                 1.0726,             6.3312e-05,             6.3312e-05,             6.3312e-05
                    128,                0.48215,                0.16085,                 1.0342,                0.68884,                0.74294,                0.77081,                0.66525,                0.49842,                0.21265,                 1.0759,              6.281e-05,              6.281e-05,              6.281e-05
                    129,                0.47945,                0.15964,                 1.0298,                0.69571,                0.74062,                0.77605,                0.67068,                0.49506,                0.20681,                 1.0762,             6.2307e-05,             6.2307e-05,             6.2307e-05
                    130,                0.48381,                0.16134,                 1.0297,                 0.6866,                0.73879,                0.77067,                0.66463,                0.49294,                0.21573,                 1.0766,             6.1803e-05,             6.1803e-05,             6.1803e-05
                    131,                0.48041,                0.16261,                 1.0343,                0.69619,                 0.7382,                0.77147,                0.66405,                0.50438,                0.20835,                  1.084,             6.1298e-05,             6.1298e-05,             6.1298e-05
                    132,                0.47962,                0.15969,                 1.0294,                0.69593,                0.74081,                0.77589,                0.66868,                0.49793,                0.20467,                 1.0772,             6.0792e-05,             6.0792e-05,             6.0792e-05
                    133,                0.48082,                0.16132,                 1.0325,                0.68145,                0.75258,                0.76845,                0.66281,                0.49813,                0.20795,                 1.0775,             6.0284e-05,             6.0284e-05,             6.0284e-05
                    134,                0.48418,                0.15949,                 1.0326,                0.70645,                0.73109,                0.78138,                0.67539,                0.49223,                0.20174,                 1.0726,             5.9775e-05,             5.9775e-05,             5.9775e-05
                    135,                 0.4725,                0.15962,                 1.0258,                0.69104,                0.73806,                  0.773,                0.66641,                0.49585,                0.20463,                 1.0751,             5.9266e-05,             5.9266e-05,             5.9266e-05
                    136,                0.46806,                0.15875,                 1.0225,                0.69082,                0.73352,                0.77114,                0.66573,                0.49635,                0.20812,                 1.0775,             5.8755e-05,             5.8755e-05,             5.8755e-05
                    137,                0.47032,                0.15881,                 1.0218,                0.68292,                0.74161,                0.77121,                0.66391,                0.49636,                0.21159,                  1.081,             5.8244e-05,             5.8244e-05,             5.8244e-05
                    138,                0.46611,                0.15849,                 1.0196,                0.67825,                0.75746,                0.76743,                0.65761,                0.49332,                0.21716,                 1.0793,             5.7731e-05,             5.7731e-05,             5.7731e-05
                    139,                0.47072,                0.15584,                 1.0249,                  0.683,                0.74344,                0.76675,                0.66142,                0.49076,                0.21373,                 1.0741,             5.7218e-05,             5.7218e-05,             5.7218e-05
                    140,                0.47024,                0.15808,                  1.024,                0.67766,                0.74865,                0.77073,                0.66423,                0.49655,                0.21164,                 1.0801,             5.6704e-05,             5.6704e-05,             5.6704e-05
                    141,                0.46618,                0.15472,                 1.0226,                0.68644,                0.75345,                0.77353,                0.66695,                0.49404,                0.20639,                 1.0816,             5.6189e-05,             5.6189e-05,             5.6189e-05
                    142,                0.46814,                0.15794,                  1.026,                0.69827,                0.74732,                0.77902,                0.67223,                0.49488,                 0.2041,                   1.08,             5.5674e-05,             5.5674e-05,             5.5674e-05
                    143,                0.46442,                0.15523,                 1.0194,                0.68892,                 0.7405,                0.77123,                0.66407,                0.49462,                0.20934,                 1.0791,             5.5158e-05,             5.5158e-05,             5.5158e-05
                    144,                0.45918,                0.15585,                 1.0161,                0.68479,                0.76354,                 0.7711,                0.66595,                0.49738,                0.21007,                 1.0837,             5.4642e-05,             5.4642e-05,             5.4642e-05
                    145,                0.46048,                0.15534,                 1.0171,                0.67406,                0.76443,                0.77248,                0.66807,                0.49529,                0.21156,                 1.0815,             5.4125e-05,             5.4125e-05,             5.4125e-05
                    146,                0.46235,                0.15554,                 1.0195,                0.68699,                0.75411,                0.77572,                0.66862,                0.50111,                0.20889,                 1.0837,             5.3608e-05,             5.3608e-05,             5.3608e-05
                    147,                0.45821,                0.15618,                 1.0191,                0.68739,                0.75809,                0.77416,                0.66716,                0.49522,                0.20753,                 1.0833,             5.3091e-05,             5.3091e-05,             5.3091e-05
