                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 3.0619,                 1.7532,                 2.6333,                0.30373,                0.51349,                 0.2868,                0.08464,                 2.7805,                 1.6869,                 2.6934,              0.0015515,              0.0015515,              0.0015515
                     20,                 3.0255,                 1.8119,                 2.7083,                0.30236,                0.50415,                0.28236,                0.08458,                 2.7733,                 1.6949,                 2.6725,              0.0015379,              0.0015379,              0.0015379
                     21,                 3.0192,                 1.8223,                 2.6754,                0.26582,                 0.5378,                0.25563,                0.07535,                 2.7529,                 1.7462,                 2.6331,              0.0015236,              0.0015236,              0.0015236
                     22,                  2.912,                 1.7119,                  2.595,                0.30572,                0.53004,                0.28806,                 0.0885,                 2.7017,                  1.679,                 2.6016,              0.0015086,              0.0015086,              0.0015086
                     23,                 2.9084,                 1.7215,                 2.5851,                0.30001,                0.50468,                0.26914,                0.07999,                 2.7611,                 1.7444,                 2.6115,               0.001493,               0.001493,               0.001493
                     24,                  2.928,                 1.6937,                 2.5324,                0.30502,                0.53104,                0.28497,                0.08757,                 2.6641,                 1.6933,                 2.5687,              0.0014767,              0.0014767,              0.0014767
                     25,                 2.7839,                  1.676,                 2.5152,                0.26669,                0.53972,                0.25141,                0.07676,                 2.6711,                 1.7353,                 2.5736,              0.0014598,              0.0014598,              0.0014598
                     26,                 2.7919,                 1.6379,                 2.4487,                0.31017,                0.54917,                0.29735,                0.09401,                 2.6131,                 1.6953,                  2.541,              0.0014422,              0.0014422,              0.0014422
                     27,                 2.7899,                   1.63,                 2.4249,                 0.3438,                0.53976,                0.35385,                 0.1178,                 2.5199,                 1.6442,                 2.4716,              0.0014241,              0.0014241,              0.0014241
                     28,                 2.6874,                 1.6208,                 2.4243,                0.33573,                 0.5151,                0.33335,                 0.1114,                 2.5179,                 1.6668,                 2.4564,              0.0014054,              0.0014054,              0.0014054
                     29,                 2.6457,                 1.6037,                 2.3644,                0.26699,                0.47845,                0.24708,                  0.078,                 2.5918,                 1.7287,                 2.4855,              0.0013861,              0.0013861,              0.0013861
                     30,                 2.6472,                 1.6036,                 2.3179,                0.28766,                0.50383,                0.27426,                0.08409,                 2.5626,                 1.6989,                 2.4669,              0.0013663,              0.0013663,              0.0013663
                     31,                 2.6264,                 1.5991,                 2.3244,                0.27806,                0.48729,                0.25836,                0.08142,                  2.573,                 1.7818,                 2.4608,               0.001346,               0.001346,               0.001346
                     32,                  2.617,                 1.5678,                 2.3064,                0.37103,                0.57575,                0.38912,                0.14446,                 2.3321,                 1.5762,                 2.3277,              0.0013251,              0.0013251,              0.0013251
                     33,                 2.5684,                 1.5379,                 2.2607,                0.38427,                0.54901,                0.42253,                0.15586,                 2.3498,                 1.5588,                 2.3285,              0.0013038,              0.0013038,              0.0013038
                     34,                 2.5241,                  1.554,                 2.2609,                0.44032,                0.56791,                0.47667,                0.18422,                 2.2664,                 1.5014,                 2.2782,               0.001282,               0.001282,               0.001282
                     35,                 2.4561,                 1.5601,                 2.2913,                0.42932,                0.59735,                0.46758,                0.19063,                 2.2325,                 1.4946,                 2.2511,              0.0012598,              0.0012598,              0.0012598
                     36,                 2.4629,                 1.5331,                 2.2216,                 0.4162,                0.55315,                0.43246,                0.17466,                 2.2331,                 1.5666,                 2.2456,              0.0012372,              0.0012372,              0.0012372
                     37,                 2.4107,                 1.5054,                 2.2083,                0.44556,                0.55443,                0.45035,                0.18114,                 2.2287,                  1.539,                 2.2409,              0.0012142,              0.0012142,              0.0012142
                     38,                 2.3368,                 1.4906,                  2.183,                0.46284,                0.57362,                0.48194,                0.20436,                 2.1586,                 1.4819,                 2.2012,              0.0011908,              0.0011908,              0.0011908
                     39,                 2.3769,                 1.5031,                 2.2184,                0.43268,                0.57489,                0.47717,                0.20057,                 2.1555,                 1.4933,                 2.1931,               0.001167,               0.001167,               0.001167
                     40,                 2.3198,                 1.4825,                 2.1627,                0.45044,                0.61306,                 0.5427,                0.23057,                 2.1279,                 1.4294,                 2.1711,               0.001143,               0.001143,               0.001143
                     41,                 2.2388,                 1.4293,                 2.1271,                0.46079,                0.61305,                 0.5552,                0.23987,                 2.0934,                 1.4098,                  2.148,              0.0011186,              0.0011186,              0.0011186
                     42,                 2.3249,                 1.4572,                 2.1138,                0.50832,                 0.5827,                0.54606,                 0.2415,                 2.0413,                 1.3945,                 2.1228,              0.0010939,              0.0010939,              0.0010939
                     43,                 2.3039,                  1.443,                 2.0984,                 0.4887,                0.56351,                0.50439,                0.21418,                 2.0649,                 1.4251,                 2.1332,               0.001069,               0.001069,               0.001069
                     44,                 2.2521,                 1.4602,                 2.1058,                0.49157,                0.54999,                0.50397,                0.21842,                 2.0493,                 1.4304,                 2.1163,              0.0010439,              0.0010439,              0.0010439
                     45,                 2.2115,                 1.4431,                  2.098,                 0.4806,                0.58341,                0.53173,                0.23639,                 2.0733,                 1.4206,                 2.1067,              0.0010186,              0.0010186,              0.0010186
                     46,                 2.2116,                 1.3995,                 2.0773,                0.52597,                0.59544,                0.56826,                0.26343,                 1.9951,                 1.3746,                  2.056,             0.00099307,             0.00099307,             0.00099307
                     47,                 2.1805,                 1.3781,                 2.0311,                0.55575,                0.60885,                 0.6021,                0.29021,                 1.9473,                  1.328,                 2.0304,              0.0009674,              0.0009674,              0.0009674
                     48,                 2.1988,                 1.4236,                 2.0804,                0.57795,                0.61296,                0.61978,                0.29759,                 1.9588,                 1.2978,                 2.0436,             0.00094161,             0.00094161,             0.00094161
                     49,                 2.1643,                 1.3628,                 2.0061,                0.54931,                0.61109,                0.59968,                0.27399,                 1.9887,                 1.3625,                  2.053,             0.00091571,             0.00091571,             0.00091571
                     50,                   2.15,                 1.3725,                  2.049,                0.57505,                0.62007,                0.61875,                0.30403,                 1.8959,                 1.3133,                 2.0041,             0.00088974,             0.00088974,             0.00088974
                     51,                 2.1172,                 1.3556,                 1.9714,                 0.5755,                 0.6167,                0.61705,                0.30445,                 1.8855,                 1.3094,                 1.9977,             0.00086372,             0.00086372,             0.00086372
                     52,                 2.1501,                 1.3628,                  1.968,                0.57925,                0.61085,                0.61245,                0.30104,                 1.8814,                 1.3015,                 1.9901,             0.00083767,             0.00083767,             0.00083767
                     53,                 2.0198,                 1.3631,                 2.0067,                0.59553,                0.61241,                0.63006,                0.31868,                 1.8592,                 1.3023,                 1.9767,             0.00081162,             0.00081162,             0.00081162
                     54,                 2.0631,                 1.3231,                 1.9782,                0.58524,                0.62886,                0.63971,                0.31922,                 1.8745,                 1.3007,                 1.9746,             0.00078559,             0.00078559,             0.00078559
                     55,                 2.0588,                 1.3089,                 1.9702,                0.59937,                 0.6463,                0.66109,                0.34185,                  1.812,                 1.2575,                 1.9383,             0.00075962,             0.00075962,             0.00075962
                     56,                  1.985,                  1.315,                 1.9794,                0.62978,                 0.6324,                0.66953,                0.34562,                 1.8211,                  1.237,                 1.9354,             0.00073372,             0.00073372,             0.00073372
                     57,                 2.0194,                 1.3019,                 1.9686,                0.62651,                0.62577,                0.66589,                 0.3466,                 1.7996,                 1.2493,                 1.9344,             0.00070793,             0.00070793,             0.00070793
                     58,                 2.0538,                 1.2966,                 1.9196,                0.58074,                0.61644,                0.62793,                0.30539,                 1.8721,                 1.2986,                 1.9847,             0.00068227,             0.00068227,             0.00068227
                     59,                 2.0023,                 1.3195,                 1.9452,                0.57727,                0.65082,                0.63816,                0.32844,                 1.7838,                 1.2469,                 1.9245,             0.00065675,             0.00065675,             0.00065675
                     60,                 1.9731,                 1.3217,                 1.9254,                0.60438,                0.65884,                0.66199,                0.34972,                 1.7547,                 1.2106,                 1.8979,             0.00063142,             0.00063142,             0.00063142
                     61,                 1.9811,                 1.2813,                 1.9055,                0.63128,                0.66994,                0.69107,                0.36973,                 1.7329,                 1.2027,                 1.8731,             0.00060629,             0.00060629,             0.00060629
                     62,                 1.9365,                 1.2676,                 1.8873,                0.64824,                0.64983,                0.69009,                0.37051,                 1.7149,                 1.1957,                  1.868,             0.00058139,             0.00058139,             0.00058139
                     63,                 1.9599,                  1.279,                   1.88,                0.65639,                0.65174,                0.69444,                0.37513,                 1.6916,                 1.1876,                 1.8586,             0.00055674,             0.00055674,             0.00055674
                     64,                 1.9415,                 1.2398,                 1.8458,                0.63032,                0.64293,                0.67638,                0.35751,                 1.7077,                 1.2156,                 1.8697,             0.00053237,             0.00053237,             0.00053237
                     65,                 1.9592,                 1.2886,                 1.9103,                0.61965,                0.65008,                0.66433,                 0.3528,                 1.7037,                  1.223,                 1.8715,              0.0005083,              0.0005083,              0.0005083
                     66,                 1.8752,                 1.2652,                 1.8709,                0.63041,                0.65999,                0.67952,                0.36336,                 1.6925,                  1.202,                 1.8603,             0.00048455,             0.00048455,             0.00048455
                     67,                  1.902,                 1.2444,                 1.8705,                0.63564,                0.65184,                0.67734,                0.36287,                 1.6942,                 1.2037,                  1.861,             0.00046116,             0.00046116,             0.00046116
                     68,                  1.893,                  1.237,                 1.8681,                0.63402,                0.67497,                0.69151,                0.37457,                 1.6721,                 1.1886,                 1.8475,             0.00043813,             0.00043813,             0.00043813
                     69,                 1.8715,                 1.2301,                 1.8357,                0.64695,                 0.6804,                0.70495,                0.38977,                 1.6491,                 1.1629,                  1.831,              0.0004155,              0.0004155,              0.0004155
                     70,                 1.8449,                 1.2241,                 1.8412,                0.64117,                0.67382,                0.70774,                0.39406,                 1.6415,                 1.1498,                 1.8243,             0.00039329,             0.00039329,             0.00039329
                     71,                 1.8633,                 1.2126,                 1.8353,                0.63993,                0.67746,                0.70618,                0.39653,                 1.6333,                 1.1425,                 1.8125,             0.00037151,             0.00037151,             0.00037151
                     72,                 1.8621,                  1.223,                  1.836,                0.64066,                0.67559,                0.69852,                 0.3901,                  1.631,                 1.1608,                 1.8152,              0.0003502,              0.0003502,              0.0003502
                     73,                 1.8381,                 1.2061,                 1.7889,                0.63932,                0.66531,                0.69095,                0.38448,                 1.6269,                 1.1719,                  1.815,             0.00032936,             0.00032936,             0.00032936
                     74,                  1.823,                 1.2247,                 1.8311,                0.64628,                0.66819,                 0.6952,                0.39147,                  1.605,                 1.1666,                 1.7981,             0.00030903,             0.00030903,             0.00030903
                     75,                 1.8012,                 1.2066,                 1.8236,                0.64423,                0.67478,                0.69766,                0.38944,                 1.6173,                 1.1745,                 1.8005,             0.00028922,             0.00028922,             0.00028922
                     76,                 1.8605,                 1.2197,                  1.783,                0.64504,                0.67973,                  0.705,                0.39495,                 1.6177,                  1.169,                 1.8009,             0.00026995,             0.00026995,             0.00026995
                     77,                 1.8591,                 1.2093,                 1.7995,                 0.6539,                0.66625,                0.70702,                0.39324,                  1.631,                 1.1642,                 1.8068,             0.00025124,             0.00025124,             0.00025124
                     78,                 1.8423,                 1.2064,                 1.7975,                0.65918,                0.68375,                0.71928,                0.41069,                 1.5812,                  1.127,                 1.7782,             0.00023311,             0.00023311,             0.00023311
                     79,                 1.7923,                 1.1964,                 1.7933,                0.66908,                0.68475,                 0.7224,                0.41319,                 1.5759,                 1.1206,                 1.7719,             0.00021558,             0.00021558,             0.00021558
                     80,                 1.8487,                 1.1865,                 1.7841,                0.65462,                0.69265,                0.71777,                0.40869,                 1.5814,                 1.1223,                 1.7771,             0.00019866,             0.00019866,             0.00019866
                     81,                 1.8417,                 1.1611,                 1.7265,                0.64086,                0.68371,                0.71054,                 0.4023,                 1.5822,                 1.1264,                 1.7823,             0.00018237,             0.00018237,             0.00018237
                     82,                 1.7699,                 1.2177,                 1.8158,                0.64599,                0.68254,                0.70815,                0.39899,                 1.5939,                 1.1386,                 1.7832,             0.00016672,             0.00016672,             0.00016672
                     83,                  1.796,                 1.1872,                 1.7868,                0.64907,                0.68583,                0.71304,                0.40709,                 1.5758,                 1.1256,                 1.7744,             0.00015174,             0.00015174,             0.00015174
                     84,                 1.7853,                 1.1839,                 1.7759,                0.66793,                0.68486,                0.72265,                0.41789,                 1.5537,                 1.1047,                 1.7587,             0.00013744,             0.00013744,             0.00013744
                     85,                 1.8029,                 1.1886,                 1.7645,                0.67746,                0.68218,                0.72566,                0.41983,                 1.5481,                 1.1045,                  1.757,             0.00012383,             0.00012383,             0.00012383
                     86,                 1.7689,                 1.1958,                 1.7457,                0.66214,                0.68369,                0.72138,                0.41678,                 1.5531,                 1.1123,                 1.7608,             0.00011092,             0.00011092,             0.00011092
                     87,                 1.7976,                 1.1721,                 1.7488,                0.67197,                0.68067,                0.72415,                0.41742,                 1.5567,                 1.1111,                 1.7604,             9.8727e-05,             9.8727e-05,             9.8727e-05
                     88,                 1.8247,                 1.1803,                 1.7491,                0.66187,                0.68658,                0.72154,                0.41642,                 1.5538,                 1.1154,                  1.754,             8.7265e-05,             8.7265e-05,             8.7265e-05
                     89,                 1.7661,                 1.1894,                 1.7625,                0.66699,                0.68661,                0.72151,                0.41742,                  1.551,                 1.1162,                 1.7519,             7.6544e-05,             7.6544e-05,             7.6544e-05
                     90,                 1.7793,                 1.2136,                 1.7965,                0.65949,                0.68181,                0.71905,                0.41476,                 1.5513,                 1.1223,                 1.7542,             6.6574e-05,             6.6574e-05,             6.6574e-05
                     91,                 1.8241,                 1.4514,                 1.8376,                0.62174,                0.65407,                0.66513,                 0.3693,                 1.6312,                 1.2458,                 1.7815,             5.7364e-05,             5.7364e-05,             5.7364e-05
                     92,                 1.8265,                 1.4391,                 1.8164,                0.60034,                0.64401,                0.64104,                0.34934,                  1.674,                 1.3204,                 1.7959,             4.8925e-05,             4.8925e-05,             4.8925e-05
                     93,                 1.7585,                 1.3757,                 1.8416,                0.59207,                0.63022,                0.62845,                0.34059,                 1.6915,                 1.3742,                 1.7962,             4.1265e-05,             4.1265e-05,             4.1265e-05
                     94,                 1.6978,                 1.3489,                 1.8087,                0.59976,                 0.6383,                0.64098,                0.35454,                 1.6542,                  1.346,                 1.7757,              3.439e-05,              3.439e-05,              3.439e-05
                     95,                 1.7341,                 1.3399,                 1.8099,                 0.6077,                0.64076,                0.64461,                0.35838,                 1.6412,                 1.3413,                 1.7664,             2.8308e-05,             2.8308e-05,             2.8308e-05
